size,n,dt,dx,a,xmed,stdvar,skew,iter,time,program_time,a_real,xmod_real,stdvar_real,skew_real,real_time
1000,512,1.0e-18,1.953e+00,100.00000000,20.00140169,26.97975360,-0.15631156,24321,2.432e-14,38.4632363319,100.00000000,20.00135412,5.04047871,-0.00000000,2.1740178315e-14
1000,512,5.0e-18,1.953e+00,100.00000000,20.00304655,26.98082491,-0.15631239,4866,2.433e-14,7.9550089836,100.00000000,20.00299914,5.04048202,-0.00000000,2.1741072362e-14
1000,512,1.0e-17,1.953e+00,100.00000000,20.00304655,26.98082491,-0.15631239,2434,2.434e-14,3.8953092098,100.00000000,20.00299914,5.04048202,-0.00000000,2.1741072362e-14
1000,512,5.0e-17,1.953e+00,99.99999985,20.05239179,27.01296368,-0.15633726,489,2.445e-14,0.8168165684,100.00000000,20.05234898,5.04058156,-0.00000000,2.1767893310e-14
1000,512,1.0e-16,1.953e+00,99.99999504,20.13462396,27.06651387,-0.15638198,246,2.460e-14,0.4129798412,100.00000000,20.13458076,5.04074770,0.00000000,2.1812585141e-14
1000,1024,1.0e-19,9.766e-01,100.00000000,20.00001951,26.40624863,-0.04094854,227576,2.276e-14,564.2391777039,100.00000000,20.00001979,5.04047602,0.00000000,2.1739453125e-14
1000,1024,5.0e-19,9.766e-01,100.00000000,20.00019527,26.40636050,-0.04094856,45517,2.276e-14,103.4389119148,100.00000000,20.00019228,5.04047637,-0.00000000,2.1739546875e-14
1000,1024,1.0e-18,9.766e-01,100.00000000,20.00107411,26.40691987,-0.04094868,22760,2.276e-14,63.6461944580,100.00000000,20.00108352,5.04047816,-0.00000000,2.1740031250e-14
1000,1024,5.0e-18,9.766e-01,100.00000000,20.00458945,26.40915735,-0.04094916,4554,2.277e-14,12.1304152012,100.00000000,20.00459097,5.04048523,0.00000000,2.1741937500e-14
1000,1024,1.0e-17,9.766e-01,100.00000000,20.00458945,26.40915734,-0.04094916,2278,2.278e-14,15.3939859867,100.00000000,20.00459097,5.04048523,0.00000000,2.1741937500e-14
1000,2048,1.0e-19,4.883e-01,99.99999984,5.66537974,5.00000000,0.00000000,142178,1.422e-14,1000.0001175404,100.00000000,5.66538923,5.01670331,-0.00000000,1.3948781250e-14
1000,2048,5.0e-19,4.883e-01,99.99920798,20.00049603,26.03251106,-0.01043468,44318,2.216e-14,313.7828545570,100.00000000,20.00049415,5.04047697,0.00000000,2.1739710937e-14
